Time [s],Voltage [V],X-averaged cell temperature [K]
1104.092,3.7274,25.2
1105.047,3.7273,25.2
1106.022,3.7271,25.2
1107.032,3.7267,25.2
1108.035,3.7265,25.2
1109.04,3.7263,25.2
1110.049,3.7261,25.2
1111.026,3.7258,25.2
1112.027,3.7255,25.2
1113.035,3.7253,25.2
1114.039,3.7251,25.2
1115.043,3.7248,25.2
1116.022,3.7246,25.2
1117.029,3.7243,25.2
1118.03,3.7242,25.2
1119.041,3.7238,25.2
1120.047,3.7236,25.2
1121.074,3.7234,25.2
1122.029,3.7232,25.2
1123.035,3.723,25.2
1124.032,3.7227,25.3
1125.046,3.7224,25.3
1126.022,3.7222,25.3
1127.105,3.722,25.3
1128.034,3.7217,25.3
1129.039,3.7215,25.3
1130.049,3.7213,25.3
1131.024,3.7211,25.3
1132.03,3.7208,25.3
1133.036,3.7205,25.3
1134.042,3.7203,25.3
1135.048,3.7201,25.3
1136.024,3.7198,25.3
1137.03,3.7196,25.3
1138.033,3.7193,25.3
1139.04,3.7191,25.3
1140.048,3.7188,25.3
1141.053,3.7186,25.3
1142.032,3.7184,25.3
1143.04,3.7182,25.3
1144.07,3.7179,25.3
1145.021,3.7177,25.3
1146.028,3.7175,25.3
1147.082,3.7172,25.3
1148.038,3.7171,25.3
1149.044,3.7167,25.3
1150.024,3.7165,25.3
1151.026,3.7163,25.3
1152.031,3.7161,25.3
1153.037,3.7157,25.3
1154.044,3.7156,25.3
1155.049,3.7153,25.3
1156.028,3.7152,25.3
1157.033,3.7148,25.3
1158.036,3.7146,25.3
1159.045,3.7144,25.3
1160.024,3.7142,25.3
1161.056,3.7139,25.3
1162.037,3.7136,25.3
1163.045,3.7134,25.3
1164.101,3.7132,25.3
1165.03,3.7129,25.3
1166.035,3.7127,25.3
1167.076,3.7125,25.3
1168.048,3.7123,25.3
1169.025,3.7121,25.3
1170.06,3.7117,25.3
1171.039,3.7115,25.3
1172.044,3.7113,25.3
1173.023,3.7111,25.3
1174.027,3.7108,25.3
1175.032,3.7105,25.3
1176.041,3.7103,25.3
1177.046,3.7101,25.3
1178.048,3.7098,25.3
1179.029,3.7096,25.3
1180.034,3.7094,25.3
1181.06,3.7092,25.3
1182.046,3.7088,25.3
1183.023,3.7087,25.3
1184.018,3.7084,25.3
1185.035,3.7082,25.3
1186.038,3.7079,25.3
1187.049,3.7077,25.3
1188.048,3.7075,25.3
1189.026,3.7072,25.3
1190.034,3.707,25.3
1191.039,3.7067,25.3
1192.045,3.7065,25.3
1193.022,3.7063,25.3
1194.028,3.706,25.3
1195.034,3.7058,25.3
1196.038,3.7056,25.3
1197.045,3.7053,25.3
1198.021,3.705,25.3
1199.028,3.7048,25.3
1200.037,3.7046,25.3
1201.04,3.7044,25.3
1202.048,3.7042,25.3
1203.026,3.7038,25.3
1204.022,3.7037,25.3
1205.038,3.7034,25.3
1206.043,3.7032,25.3
1207.071,3.7029,25.3
1208.026,3.7027,25.3
1209.03,3.7025,25.3
1210.004,3.7023,25.3
1211.043,3.7019,25.3
1212.047,3.7017,25.3
1213.044,3.7015,25.3
1214.028,3.7013,25.3
1215.031,3.7009,25.3
1216.086,3.7007,25.3
1217.044,3.7005,25.3
1218.048,3.7004,25.3
1219.028,3.7,25.3
1220.031,3.6997,25.3
1221.033,3.6996,25.3
1222.042,3.6993,25.3
1223.046,3.699,25.3
1224.023,3.6988,25.3
1225.03,3.6986,25.3
1226.035,3.6983,25.3
1227.04,3.698,25.3
1228.047,3.6978,25.3
1229.025,3.6976,25.3
1230.031,3.6974,25.3
1231.04,3.6972,25.3
1232.047,3.6969,25.3
1233.022,3.6966,25.3
1234.033,3.6965,25.3
1235.038,3.6962,25.3
1236.035,3.6959,25.3
1237.024,3.6956,25.3
1238.03,3.6954,25.3
1239.026,3.6953,25.3
1240.046,3.6948,25.3
1241.024,3.6947,25.3
1242.031,3.6945,25.3
1243.038,3.6943,25.3
1244.043,3.6939,25.3
1245.024,3.6937,25.3
1246.026,3.6934,25.3
1247.031,3.6931,25.3
1248.038,3.693,25.3
1249.043,3.6927,25.3
1250.05,3.6925,25.3
1251.027,3.6923,25.3
1252.031,3.692,25.3
1253.033,3.6917,25.3
1254.04,3.6915,25.3
1255.046,3.6913,25.3
1256.048,3.691,25.3
1257.028,3.6908,25.3
1258.034,3.6905,25.3
1259.058,3.6903,25.3
1260.042,3.69,25.3
1261.049,3.6897,25.3
1262.103,3.6896,25.3
1263.031,3.6893,25.3
1264.037,3.689,25.3
1265.07,3.6887,25.3
1266.047,3.6885,25.3
1267.025,3.6883,25.3
1268.057,3.688,25.3
1269.038,3.6878,25.3
1270.045,3.6875,25.3
1271.022,3.6873,25.3
1272.026,3.687,25.3
1273.031,3.6868,25.3
1274.037,3.6865,25.3
1275.042,3.6863,25.3
1276.047,3.686,25.3
1277.026,3.6858,25.3
1278.033,3.6855,25.3
1279.036,3.6853,25.3
1280.046,3.685,25.3
1281.023,3.6847,25.3
1282.045,3.6846,25.3
1283.033,3.6843,25.3
1284.037,3.684,25.3
1285.012,3.6838,25.3
1286.048,3.6834,25.3
1287.026,3.6833,25.3
1288.131,3.683,25.3
1289.037,3.6828,25.3
1290.045,3.6825,25.3
1291.025,3.6822,25.3
1292.027,3.682,25.3
1293.033,3.6817,25.3
1294.039,3.6815,25.3
1295.043,3.6812,25.3
1296.048,3.681,25.3
1297.025,3.6807,25.3
1298.032,3.6805,25.3
1299.036,3.6802,25.3
1300.043,3.68,25.3
1301.049,3.6797,25.3
1302.023,3.6795,25.3
1303.031,3.6791,25.3
1304.039,3.6789,25.3
1305.041,3.6787,25.3
1306.049,3.6785,25.3
1307.027,3.6782,25.3
1308.08,3.6779,25.3
1309.035,3.6776,25.3
1310.044,3.6774,25.3
1311.147,3.6771,25.3
1312.024,3.6769,25.3
1313.031,3.6766,25.3
1314.039,3.6764,25.3
1315.039,3.6761,25.3
1316.044,3.6759,25.3
1317.049,3.6756,25.3
1318.023,3.6754,25.3
1319.029,3.6751,25.3
1320.036,3.6748,25.3
1321.04,3.6746,25.3
1322.046,3.6742,25.3
1323.025,3.674,25.3
1324.028,3.6738,25.3
1325.003,3.6736,25.3
1326.038,3.6732,25.3
1327.043,3.673,25.3
1328.051,3.6728,25.3
1329.028,3.6725,25.3
1330.032,3.6722,25.3
1331.147,3.6719,25.3
1332.044,3.6717,25.3
1333.049,3.6715,25.3
1334.062,3.6712,25.3
1335.033,3.6709,25.3
1336.036,3.6707,25.3
1337.047,3.6703,25.3
1338.021,3.6701,25.3
1339.025,3.6698,25.3
1340.034,3.6696,25.3
1341.039,3.6693,25.3
1342.043,3.669,25.3
1343.022,3.6687,25.3
1344.027,3.6685,25.3
1345.031,3.6682,25.3
1346.04,3.6679,25.3
1347.045,3.6677,25.3
1348.047,3.6675,25.3
1349.029,3.6672,25.3
1350.035,3.6669,25.3
1351.06,3.6667,25.3
1352.047,3.6663,25.3
1353.022,3.6661,25.3
1354.046,3.6659,25.3
1355.037,3.6656,25.3
1356.042,3.6653,25.3
1357.023,3.665,25.3
1358.024,3.6648,25.3
1359.031,3.6645,25.3
1360.042,3.6642,25.3
1361.045,3.6639,25.3
1362.024,3.6637,25.3
1363.031,3.6635,25.3
1364.037,3.6632,25.3
1365.044,3.6629,25.3
1366.022,3.6627,25.3
1367.026,3.6623,25.3
1368.032,3.662,25.3
1369.039,3.6618,25.3
1370.048,3.6616,25.3
1371.025,3.6613,25.3
1372.033,3.661,25.3
1373.039,3.6607,25.3
1374.07,3.6606,25.3
1375.022,3.6602,25.3
1376.028,3.6599,25.3
1377.092,3.6597,25.3
1378.042,3.6593,25.3
1379.047,3.6591,25.3
1380.06,3.6588,25.3
1381.033,3.6586,25.3
1382.038,3.6583,25.3
1383.053,3.658,25.3
1384.024,3.6578,25.3
1385.026,3.6574,25.3
1386.035,3.6572,25.3
1387.041,3.6569,25.3
1388.045,3.6567,25.3
1389.024,3.6563,25.3
1390.032,3.6561,25.3
1391.035,3.6559,25.3
1392.044,3.6556,25.3
1393.023,3.6553,25.3
1394.023,3.655,25.3
1395.034,3.6548,25.3
1396.041,3.6544,25.3
1397.035,3.6542,25.3
1398.022,3.6539,25.3
1399.03,3.6537,25.3
1400.083,3.6533,25.3
1401.044,3.653,25.3
1402.023,3.6528,25.3
1403.105,3.6526,25.3
1404.035,3.6522,25.3
1405.041,3.652,25.3
1406.126,3.6517,25.3
1407.026,3.6513,25.3
1408.032,3.6511,25.3
1409.039,3.6509,25.3
1410.045,3.6506,25.3
1411.022,3.6503,25.3
1412.028,3.65,25.3
1413.034,3.6497,25.3
1414.04,3.6494,25.3
1415.046,3.6491,25.3
1416.024,3.6489,25.3
1417.029,3.6486,25.3
1418.036,3.6483,25.3
1419.044,3.6481,25.3
1420.048,3.6478,25.3
1421.028,3.6474,25.3
1422.037,3.6471,25.3
1423.029,3.647,25.3
1424.046,3.6467,25.3
1425.026,3.6463,25.3
1426.072,3.6461,25.3
1427.035,3.6458,25.3
1428.042,3.6454,25.3
1429.098,3.6452,25.3
1430.026,3.645,25.3
1431.032,3.6445,25.3
1432.036,3.6443,25.3
1433.041,3.6441,25.3
1434.048,3.6439,25.3
1435.025,3.6435,25.3
1436.03,3.6432,25.3
1437.036,3.643,25.3
1438.042,3.6427,25.3
1439.046,3.6424,25.3
1440.02,3.6422,25.3
1441.031,3.6418,25.3
1442.035,3.6415,25.3
1443.093,3.6413,25.3
1444.046,3.641,25.3
1445.021,3.6407,25.3
1446.082,3.6404,25.3
1447.033,3.6401,25.3
1448.038,3.6398,25.3
1449.056,3.6395,25.3
1450.022,3.6392,25.3
1451.029,3.6389,25.3
1452.035,3.6387,25.3
1453.042,3.6383,25.3
1454.048,3.6381,25.3
1455.026,3.6378,25.3
1456.033,3.6374,25.3
1457.039,3.6372,25.3
1458.044,3.6369,25.3
1459.023,3.6367,25.3
1460.028,3.6363,25.3
1461.036,3.636,25.3
1462.042,3.6358,25.3
1463.045,3.6355,25.3
1464.025,3.6352,25.3
1465.032,3.6349,25.3
1466.087,3.6347,25.3
1467.046,3.6343,25.3
1468.023,3.634,25.3
1469.041,3.6338,25.3
1470.037,3.6334,25.3
1471.041,3.6332,25.3
1472.02,3.6329,25.3
1473.025,3.6325,25.3
1474.032,3.6323,25.3
1475.038,3.632,25.3
1476.045,3.6316,25.3
1477.023,3.6314,25.3
1478.03,3.6311,25.3
1479.037,3.6308,25.3
1480.042,3.6305,25.3
1481.022,3.6302,25.3
1482.026,3.63,25.3
1483.029,3.6296,25.3
1484.038,3.6293,25.3
1485.044,3.629,25.3
1486.067,3.6289,25.3
1487.025,3.6284,25.3
1488.032,3.6282,25.3
1489.015,3.6279,25.3
1490.046,3.6275,25.3
1491.022,3.6273,25.3
1492.108,3.627,25.3
1493.033,3.6266,25.3
1494.039,3.6264,25.3
1495.046,3.6261,25.3
1496.023,3.6258,25.3
1497.028,3.6255,25.3
1498.035,3.6252,25.3
1499.043,3.625,25.3
1500.049,3.6245,25.3
1501.027,3.6243,25.3
1502.034,3.624,25.3
1503.035,3.6238,25.3
1504.044,3.6234,25.3
1505.022,3.6232,25.3
1506.021,3.6229,25.3
1507.034,3.6226,25.3
1508.042,3.6223,25.3
1509.066,3.622,25.3
1510.024,3.6216,25.3
1511.031,3.6214,25.3
1512.143,3.6212,25.3
1513.041,3.6207,25.3
1514.047,3.6205,25.3
1515.101,3.6202,25.3
1516.029,3.6199,25.3
1517.036,3.6196,25.3
1518.042,3.6193,25.3
1519.046,3.619,25.3
1520.025,3.6186,25.3
1521.031,3.6184,25.3
1522.034,3.6181,25.3
1523.04,3.6177,25.3
1524.046,3.6175,25.3
1525.024,3.6172,25.3
1526.023,3.617,25.3
1527.035,3.6166,25.3
1528.04,3.6163,25.3
1529.027,3.6161,25.3
1530.023,3.6157,25.3
1531.029,3.6154,25.3
1532.106,3.6151,25.3
1533.042,3.6149,25.3
1534.048,3.6145,25.3
1535.026,3.6142,25.3
1536.032,3.614,25.3
1537.039,3.6136,25.3
1538.044,3.6133,25.3
1539.023,3.6131,25.3
1540.03,3.6127,25.3
1541.037,3.6124,25.3
1542.043,3.6121,25.3
1543.047,3.6119,25.3
1544.026,3.6115,25.3
1545.032,3.6112,25.3
1546.028,3.6109,25.3
1547.043,3.6106,25.3
1548.048,3.6103,25.3
1549.101,3.6101,25.3
1550.033,3.6096,25.3
1551.039,3.6093,25.3
1552.139,3.6091,25.3
1553.023,3.6087,25.3
1554.03,3.6085,25.3
1555.072,3.6082,25.3
1556.039,3.6078,25.3
1557.043,3.6076,25.3
1558.022,3.6073,25.3
1559.027,3.607,25.3
1560.034,3.6067,25.3
1561.041,3.6063,25.3
1562.047,3.6061,25.3
1563.023,3.6057,25.3
1564.031,3.6054,25.3
1565.035,3.6051,25.3
1566.04,3.6047,25.3
1567.046,3.6045,25.3
1568.024,3.6042,25.3
1569.028,3.604,25.3
1570.039,3.6036,25.3
1571.045,3.6033,25.3
1572.041,3.6031,25.3
1573.029,3.6027,25.3
1574.034,3.6024,25.3
1574.998,3.6022,25.3
1576.046,3.6017,25.3
1577.023,3.6015,25.3
1578.011,3.6012,25.3
1579.035,3.6007,25.3
1580.04,3.6006,25.3
1581.062,3.6003,25.3
1582.027,3.6,25.3
1583.031,3.5996,25.3
1584.037,3.5993,25.3
1585.044,3.5991,25.3
1586.048,3.5987,25.3
1587.026,3.5984,25.3
1588.033,3.5981,25.3
1589.038,3.5977,25.3
1590.046,3.5975,25.3
1591.025,3.5972,25.3
1592.027,3.5968,25.3
1593.035,3.5965,25.3
1594.042,3.5963,25.3
1595.044,3.5959,25.3
1596.024,3.5956,25.3
1597.033,3.5954,25.3
1598.025,3.5951,25.3
1599.042,3.5947,25.3
1600.022,3.5944,25.3
1601.038,3.5942,25.3
1602.032,3.5937,25.3
1603.041,3.5935,25.3
1604.011,3.5932,25.3
1605.021,3.5928,25.3
1606.028,3.5925,25.3
1607.043,3.5923,25.3
1608.036,3.5919,25.3
1609.043,3.5916,25.3
1610.022,3.5913,25.3
1611.026,3.5911,25.3
1612.034,3.5907,25.3
1613.04,3.5904,25.3
1614.044,3.5901,25.3
1615.025,3.5898,25.3
1616.031,3.5895,25.3
1617.037,3.5892,25.3
1618.043,3.5888,25.3
1619.022,3.5886,25.3
1620.028,3.5883,25.3
1621.033,3.5879,25.3
1622.041,3.5876,25.3
1623.047,3.5873,25.3
1624.023,3.5869,25.3
1625.032,3.5867,25.3
1626.038,3.5864,25.3
1627.043,3.5861,25.3
1628.023,3.5857,25.3
1629.029,3.5854,25.3
1630.052,3.5852,25.3
1631.041,3.5848,25.3
1632.047,3.5845,25.3
1633.048,3.5843,25.3
1634.031,3.5839,25.3
1635.035,3.5836,25.3
1636.052,3.5833,25.3
1637.049,3.5829,25.3
1638.025,3.5827,25.3
1639.074,3.5824,25.3
1640.04,3.582,25.3
1641.045,3.5817,25.3
1642.023,3.5814,25.3
1643.028,3.581,25.3
1644.033,3.5808,25.3
1645.041,3.5805,25.3
1646.047,3.5802,25.3
1647.021,3.5798,25.3
1648.031,3.5795,25.3
1649.036,3.5793,25.3
1650.04,3.5789,25.3
1651.021,3.5786,25.3
1652.029,3.5783,25.3
1653.029,3.5779,25.3
1654.041,3.5777,25.3
1655.047,3.5774,25.3
1656.07,3.577,25.3
1657.03,3.5767,25.3
1658.039,3.5764,25.3
1659.081,3.5762,25.3
1660.024,3.5758,25.3
1661.031,3.5755,25.3
1662.049,3.5752,25.3
1663.042,3.5748,25.3
1664.021,3.5745,25.3
1665.026,3.5742,25.3
1666.031,3.5739,25.3
1667.038,3.5736,25.3
1668.043,3.5733,25.3
1669.021,3.5729,25.3
1670.028,3.5727,25.3
1671.035,3.5724,25.3
1672.04,3.572,25.3
1673.046,3.5717,25.3
1674.024,3.5714,25.3
1675.028,3.5711,25.3
1676.031,3.5709,25.3
1677.042,3.5705,25.3
1678.048,3.5701,25.3
1679.072,3.5699,25.3
1680.032,3.5695,25.3
1681.039,3.5691,25.3
1682.005,3.5689,25.3
1683.023,3.5686,25.3
1684.03,3.5684,25.3
1685.132,3.568,25.3
1686.043,3.5677,25.3
1687.022,3.5674,25.3
1688.027,3.567,25.3
1689.033,3.5667,25.3
1690.041,3.5665,25.3
1691.046,3.566,25.3
1692.026,3.5658,25.3
1693.032,3.5655,25.3
1694.038,3.5651,25.3
1695.045,3.5648,25.3
1696.048,3.5645,25.3
1697.026,3.5643,25.3
1698.034,3.5639,25.3
1699.026,3.5637,25.3
1700.047,3.5633,25.3
1701.027,3.563,25.3
1702.023,3.5627,25.3
1703.041,3.5624,25.3
1704.045,3.562,25.3
1705.042,3.5618,25.3
1706.031,3.5614,25.3
1707.035,3.561,25.3
1708.041,3.5608,25.3
1709.048,3.5605,25.3
1710.026,3.5602,25.3
1711.032,3.5599,25.3
1712.04,3.5596,25.3
1713.044,3.5592,25.3
1714.022,3.5589,25.3
1715.031,3.5586,25.3
1716.033,3.5584,25.3
1717.041,3.5579,25.3
1718.049,3.5577,25.3
1719.071,3.5574,25.3
1720.03,3.557,25.3
1721.038,3.5567,25.3
1722.046,3.5564,25.3
1723.047,3.5561,25.3
1724.026,3.5558,25.3
1725.036,3.5555,25.3
1726.036,3.5551,25.3
1727.043,3.5549,25.3
1728.05,3.5546,25.3
1729.025,3.5542,25.3
1730.033,3.5539,25.3
1731.038,3.5536,25.3
1732.045,3.5534,25.3
1733.024,3.553,25.3
1734.029,3.5527,25.3
1735.035,3.5524,25.3
1736.042,3.552,25.3
1737.049,3.5518,25.3
1738.027,3.5515,25.3
1739.022,3.5511,25.3
1740.04,3.5508,25.3
1741.047,3.5505,25.3
1742.094,3.5502,25.3
1743.031,3.5499,25.3
1744.038,3.5496,25.3
1745.058,3.5492,25.3
1746.022,3.5489,25.3
1747.028,3.5486,25.3
1748.143,3.5482,25.3
1749.04,3.548,25.3
1750.047,3.5477,25.3
1751.027,3.5473,25.3
1752.03,3.547,25.3
1753.034,3.5468,25.3
1754.042,3.5465,25.3
1755.044,3.5461,25.3
1756.021,3.5458,25.3
1757.028,3.5456,25.3
1758.031,3.5451,25.3
1759.037,3.5449,25.3
1760.046,3.5446,25.3
1761.048,3.5443,25.3
1762.022,3.544,25.3
1763.032,3.5437,25.3
1764.036,3.5433,25.3
1765.036,3.5431,25.3
1766.047,3.5427,25.3
1767.021,3.5425,25.3
1768.049,3.5422,25.3
1769.034,3.5419,25.3
1770.039,3.5415,25.3
1771.024,3.5412,25.3
1772.022,3.5409,25.3
1773.026,3.5406,25.3
1774.111,3.5402,25.3
1775.038,3.54,25.3
1776.043,3.5397,25.3
1777.069,3.5392,25.3
1778.027,3.539,25.3
1779.031,3.5387,25.3
1780.038,3.5385,25.3
1781.044,3.5381,25.3
1782.047,3.5378,25.3
1783.088,3.5376,25.3
1784.031,3.5371,25.3
1785.036,3.5368,25.3
1786.083,3.5366,25.3
1787.05,3.5362,25.3
1788.026,3.536,25.3
1789.034,3.5357,25.3
1790.041,3.5352,25.3
1791.046,3.535,25.3
1792.024,3.5347,25.3
1793.029,3.5344,25.3
1794.034,3.5341,25.3
1795.042,3.5338,25.3
1796.048,3.5334,25.3
1797.023,3.5332,25.3
1798.03,3.5329,25.3
1799.037,3.5326,25.3
1800.041,3.5322,25.3
1801.022,3.532,25.3
1802.028,3.5317,25.3
1803.03,3.5313,25.3
1804.04,3.531,25.3
1805.046,3.5308,25.3
1806.047,3.5304,25.3
1807.029,3.5301,25.3
1808.036,3.5299,25.3
1809.033,3.5296,25.3
1810.048,3.5292,25.3
1811.025,3.529,25.3
1812.036,3.5287,25.3
1813.037,3.5283,25.3
1814.043,3.528,25.3
1815.085,3.5278,25.3
1816.026,3.5274,25.3
1817.033,3.5271,25.3
1818.122,3.5268,25.3
1819.045,3.5266,25.3
1820.023,3.5262,25.3
1821.032,3.5259,25.3
1822.034,3.5256,25.3
1823.04,3.5253,25.3
1824.047,3.525,25.3
1825.023,3.5247,25.3
1826.03,3.5244,25.3
1827.035,3.5241,25.3
1828.041,3.5239,25.3
1829.048,3.5235,25.3
1830.027,3.5232,25.3
1831.035,3.5229,25.3
1832.038,3.5227,25.3
1833.045,3.5223,25.3
1834.023,3.522,25.3
1835.024,3.5217,25.3
1836.036,3.5213,25.3
1837.042,3.5211,25.3
1838.042,3.5209,25.3
1839.024,3.5205,25.3
1840.033,3.5202,25.3
1841.03,3.52,25.3
1842.045,3.5197,25.3
1843.024,3.5193,25.3
1844.014,3.5191,25.3
1845.036,3.5188,25.3
1846.041,3.5184,25.3
1847.145,3.5182,25.3
1848.024,3.5179,25.3
1849.031,3.5175,25.3
1850.042,3.5173,25.3
1851.045,3.517,25.3
1852.022,3.5167,25.3
1853.028,3.5164,25.3
1854.034,3.5161,25.3
1855.041,3.5158,25.3
1856.048,3.5155,25.3
1857.026,3.5152,25.3
1858.029,3.5149,25.3
1859.038,3.5145,25.3
1860.045,3.5142,25.3
1861.047,3.514,25.3
1862.028,3.5137,25.3
1863.036,3.5134,25.3
1864.059,3.5131,25.3
1865.046,3.5129,25.3
1866.025,3.5125,25.3
1867.103,3.5123,25.3
1868.035,3.512,25.3
1869.043,3.5116,25.3
1870.02,3.5114,25.3
1871.026,3.5111,25.3
1872.034,3.5109,25.3
1873.097,3.5105,25.3
1874.045,3.5102,25.3
1875.026,3.5099,25.3
1876.057,3.5096,25.3
1877.037,3.5093,25.3
1878.043,3.5091,25.3
1879.05,3.5088,25.3
1880.028,3.5084,25.3
1881.034,3.5082,25.3
1882.04,3.5079,25.3
1883.046,3.5076,25.3
1884.023,3.5073,25.3
1885.03,3.5071,25.3
1886.034,3.5068,25.3
1887.036,3.5064,25.3
1888.044,3.5061,25.3
1889.048,3.5059,25.3
1890.041,3.5056,25.3
1891.032,3.5053,25.3
1892.037,3.505,25.3
1893.063,3.5049,25.3
1894.048,3.5044,25.3
1895.022,3.5042,25.3
1896.062,3.5039,25.3
1897.033,3.5036,25.3
1898.036,3.5033,25.3
1899.044,3.503,25.3
1900.049,3.5028,25.3
1901.027,3.5025,25.3
1902.032,3.5022,25.3
1903.04,3.5019,25.3
1904.046,3.5015,25.3
1905.022,3.5013,25.3
1906.028,3.5011,25.3
1907.032,3.5008,25.3
1908.038,3.5004,25.3
1909.043,3.5002,25.3
1910.045,3.5,25.3
1911.024,3.4996,25.3
1912.031,3.4993,25.3
1913.071,3.4992,25.3
1914.041,3.4987,25.3
1915.048,3.4984,25.3
1916.13,3.4982,25.3
1917.033,3.498,25.3
1918.04,3.4976,25.3
1919.06,3.4974,25.3
1920.025,3.4971,25.3
1921.032,3.4967,25.3
1922.097,3.4964,25.3
1923.044,3.4962,25.3
1924.021,3.496,25.3
1925.027,3.4957,25.3
1926.033,3.4954,25.3
1927.04,3.4952,25.3
1928.045,3.4949,25.3
1929.021,3.4945,25.3
1930.029,3.4943,25.3
1931.034,3.494,25.3
1932.039,3.4937,25.3
1933.043,3.4935,25.3
1934.021,3.4931,25.3
1935.026,3.4929,25.3
1936.026,3.4926,25.3
1937.037,3.4923,25.3
1938.042,3.4921,25.3
1939.04,3.4919,25.3
1940.024,3.4915,25.3
1941.032,3.4912,25.3
1942.053,3.491,25.3
1943.044,3.4907,25.3
1944.021,3.4904,25.3
1945.016,3.4902,25.3
1946.035,3.4899,25.3
1947.039,3.4896,25.3
1948.048,3.4893,25.3
1949.025,3.4891,25.3
1950.03,3.4887,25.3
1951.037,3.4885,25.3
1952.043,3.4883,25.3
1953.046,3.488,25.3
1954.026,3.4877,25.3
1955.031,3.4874,25.3
1956.029,3.4872,25.3
1957.042,3.4868,25.3
1958.048,3.4865,25.3
1959.02,3.4863,25.3
1960.033,3.486,25.3
1961.041,3.4857,25.3
1962.127,3.4855,25.3
1963.025,3.4852,25.3
1964.032,3.485,25.3
1965.069,3.4846,25.3
1966.045,3.4844,25.3
1967.022,3.4841,25.3
1968.03,3.4838,25.3
1969.035,3.4835,25.3
1970.041,3.4833,25.3
1971.048,3.4831,25.3
1972.023,3.4827,25.3
1973.028,3.4825,25.3
1974.038,3.4823,25.3
1975.044,3.482,25.3
1976.048,3.4817,25.3
1977.03,3.4814,25.3
1978.033,3.4812,25.3
1979.085,3.481,25.3
1980.047,3.4806,25.3
1981.026,3.4804,25.3
1982.011,3.4801,25.3
1983.036,3.4798,25.3
1984.041,3.4795,25.3
1985.048,3.4793,25.3
1986.024,3.4791,25.3
1987.031,3.4787,25.3
1988.037,3.4785,25.3
1989.045,3.4783,25.3
1990.023,3.478,25.3
1991.029,3.4777,25.3
1992.037,3.4774,25.3
1993.041,3.4772,25.3
1994.047,3.477,25.3
1995.025,3.4766,25.3
1996.03,3.4764,25.3
1997.038,3.4762,25.3
1998.044,3.4758,25.3
1999.05,3.4756,25.3
2000.031,3.4753,25.3
2001.036,3.4749,25.3
2002.066,3.4748,25.3
2003.047,3.4745,25.3
2004.023,3.4743,25.3
2005.031,3.4739,25.3
2006.035,3.4737,25.3
2007.04,3.4734,25.3
2008.149,3.4732,25.3
2009.023,3.4729,25.3
2010.028,3.4726,25.3
2011.059,3.4724,25.3
2012.041,3.4722,25.3
2013.047,3.4719,25.3
2014.049,3.4716,25.3
2015.03,3.4714,25.3
2016.035,3.4711,25.3
2017.042,3.4708,25.3
2018.046,3.4706,25.3
2019.023,3.4703,25.3
2020.033,3.4701,25.3
2021.036,3.4697,25.3
2022.042,3.4694,25.3
2023.048,3.4692,25.3
2024.025,3.4689,25.3
2025.031,3.4687,25.3
2026.037,3.4685,25.3
2027.043,3.4682,25.3
2028.048,3.4679,25.3
2029.026,3.4677,25.3
2030.033,3.4674,25.3
2031.038,3.4672,25.3
2032.046,3.4669,25.3
2033.022,3.4666,25.3
2034.026,3.4664,25.3
2035.035,3.4661,25.3
2036.04,3.4659,25.3
2037.044,3.4656,25.3
2038.025,3.4654,25.3
2039.032,3.4651,25.3
2040.036,3.4648,25.3
2041.046,3.4646,25.3
2042.049,3.4643,25.3
2043.048,3.4641,25.3
2044.033,3.4638,25.3
2045.039,3.4635,25.3
2046.013,3.4633,25.3
2047.023,3.463,25.3
2048.031,3.4627,25.3
2049.079,3.4625,25.3
2050.044,3.4623,25.3
2051.022,3.4619,25.3
2052.125,3.4617,25.3
2053.034,3.4615,25.3
2054.041,3.4612,25.3
2055.032,3.4609,25.3
2056.025,3.4607,25.3
2057.03,3.4604,25.3
2058.037,3.4602,25.3
2059.041,3.4599,25.3
2060.047,3.4596,25.3
2061.025,3.4594,25.3
2062.031,3.459,25.3
2063.036,3.4589,25.3
2064.043,3.4587,25.3
2065.047,3.4584,25.3
2066.023,3.4582,25.3
2067.03,3.4579,25.3
2068.035,3.4576,25.3
2069.039,3.4574,25.3
2070.047,3.457,25.3
2071.023,3.4568,25.3
2072.026,3.4566,25.3
2073.035,3.4563,25.3
2074.039,3.456,25.3
2075.042,3.4558,25.3
2076.022,3.4556,25.3
2077.027,3.4553,25.3
2078.03,3.455,25.3
2079.04,3.4548,25.3
2080.047,3.4545,25.3
2081.049,3.4543,25.3
2082.03,3.454,25.3
2083.035,3.4538,25.3
2084.031,3.4536,25.3
2085.044,3.4533,25.3
2086.021,3.453,25.3
2087.02,3.4528,25.3
2088.031,3.4526,25.3
2089.038,3.4523,25.3
2090.093,3.452,25.3
2091.049,3.4518,25.3
2092.026,3.4515,25.3
2093.077,3.4513,25.3
2094.037,3.4509,25.3
2095.043,3.4507,25.3
2096.042,3.4505,25.3
2097.025,3.4503,25.3
2098.031,3.45,25.3
2099.147,3.4497,25.3
2100.042,3.4495,25.3
2101.048,3.4493,25.3
2102.106,3.4489,25.3
2103.031,3.4488,25.3
2104.037,3.4485,25.3
2105.121,3.4481,25.3
2106.047,3.448,25.3
2107.025,3.4477,25.3
2108.03,3.4475,25.3
