Capacity [A.h],Voltage [V]
4.02782893105022,0.087340496
4.04665038657869,0.086748414
4.06547197097832,0.086576514
4.08429350594824,0.084819354
4.10311503065565,0.086882107
4.12193658103378,0.086099029
4.14075814686889,0.085315943
4.159579727612,0.087053999
4.17840124575206,0.0871877
4.19722274696416,0.087111302
4.21604419630521,0.086843908
4.2348657268991,0.08602263
4.25368724606793,0.086614713
4.27250874138738,0.087034903
4.29133021816967,0.085621536
4.31015180372651,0.085545138
4.32897326998776,0.086270921
4.3477947812593,0.086423717
4.36661629225339,0.086633816
4.38543780270355,0.085640639
4.4042593755859,0.08588893
4.42308092459116,0.086404622
4.44190239291651,0.085927129
4.46072400326658,0.086137228
4.47954547499628,0.086137228
4.49836702285123,0.085640639
4.51718860795494,0.084742956
4.53601013339019,0.083272293
4.55483166467114,0.0870158
4.57365318456077,0.085201345
4.59247473600258,0.084666558
4.61129626525895,0.083978981
4.63011782215435,0.083864383
4.64893939209649,0.083654284
4.6677609598546,0.085239545
4.68658249437372,0.08514405
4.70540401100621,0.08430367
4.72422551654836,0.084494665
4.74304701948066,0.083329596
4.76186854452232,0.084055379
4.78069003599693,0.083100401
4.79951152147822,0.081534237
4.81833306007496,0.081801631
4.83715457762138,0.081075847
4.85597605578081,0.080483764
4.87479750669966,0.078115419
4.89361903100236,0.078230016
4.91244057475515,0.07719864
