Capacity [A.h],Voltage [V]
-2.51096195712736e-08,3.5076616
0.0188278927321769,3.5439765
0.0376495286127321,3.5495739
0.056471222760702,3.5533371
0.0752929733452643,3.5551901
0.0941146350217553,3.5590489
0.112936319689709,3.5599849
0.131757943898842,3.5628886
0.150579584360087,3.5650473
0.169401204124217,3.5664227
0.188222796249276,3.5687914
0.207044380169237,3.5702243
0.225866009503915,3.5720198
0.244687554190159,3.5736818
0.263509296275143,3.5756876
0.282331027965493,3.5776362
0.30115271058999,3.5793173
0.319974341157787,3.5818007
0.338795969751821,3.5835009
0.357617616470511,3.5862136
0.376439252844555,3.587971
0.395260908024964,3.5907791
0.414082526128029,3.5925367
0.432904101433593,3.5956886
0.451725721397486,3.5977325
0.47054750440904,3.599452
0.489369139724499,3.602432
0.508190760894239,3.6049154
0.527012381801593,3.6072841
0.545834030464528,3.6092136
0.564655618314025,3.6113341
0.58347716436194,3.614085
0.602298829649258,3.6169693
0.621120526728665,3.6194146
0.639942226876059,3.6221845
0.658763824515808,3.6242478
0.677585476646542,3.6271706
0.696407031698505,3.6296349
0.715228656998586,3.6319079
0.734050384443223,3.6343532
0.752872062995757,3.6369321
0.771693774787666,3.6394346
0.790515346318512,3.641746
0.80933700783603,3.6445544
0.828158680806446,3.6462162
0.846980290647858,3.6491773
0.865801884143922,3.6514504
0.88462356757798,3.6534181
0.903445158432214,3.6557295
0.922266740646325,3.6583848
0.941088435618145,3.6606581
0.959910101434256,3.6631415
0.978731772697966,3.6652811
0.997553353754474,3.6676881
1.01637491527663,3.6704772
1.03519648859469,3.6725593
1.0540181111681,3.6746416
1.07283977482294,3.6765137
1.0916614503928,3.678596
1.11048301916177,3.6809838
1.12930461539137,3.683429
1.14812621151473,3.6858742
1.16694786665232,3.6881475
1.18576950589172,3.6899815
1.20459113290177,3.6916625
1.22341270533423,3.6945088
1.24223435286085,3.696018
1.26105601144796,3.6983485
1.27987763205884,3.6999722
1.29869918415549,3.7018635
1.31752080600131,3.7034681
1.33634238116063,3.7054167
1.3551640668991,3.7072315
1.37398567041926,3.7092373
1.39280731511747,3.7107656
1.41162890099129,3.7129815
1.43045046009578,3.7147388
1.44927205751573,3.716783
1.46809367102509,3.7185977
1.48691527962037,3.7203743
1.50573690839682,3.7223802
1.52455855002454,3.7240422
1.54338018512419,3.7257996
1.56220172746421,3.7278628
1.58102332490299,3.7291617
1.59984496964629,3.7311103
1.61866656726939,3.7332306
1.6374881584471,3.734587
1.65630974623883,3.7362299
1.675131348261,3.7380257
1.69395290644091,3.7399168
1.71277454484006,3.7419798
1.73159617362928,3.7440431
1.75041772248571,3.7455139
1.76923927043659,3.7470996
1.78806078322097,3.7496784
1.80688240787377,3.7509391
1.82570408261056,3.7524483
1.84452572642467,3.7543588
1.86334729305568,3.756078
1.88216880646617,3.7579882
1.90099037275455,3.759784
1.91981195248494,3.7618854
1.93863351716264,3.7637384
1.95745505210293,3.765343
1.97627666316734,3.7671959
1.99509825038351,3.7694883
2.01391988150017,3.7712841
2.0327413794164,3.7734809
2.05156293128767,3.7758496
2.07038459327853,3.7776453
2.08920617654631,3.7798803
2.108027693336,3.7820964
2.12684919196382,3.7840066
2.14567075447014,3.7861652
2.16449234295161,3.7884767
2.18331391027373,3.7906163
2.20213545904552,3.7932525
2.22095696227582,3.7956595
2.23977847506867,3.7982001
2.25859994017781,3.8004353
2.27742144073875,3.8028996
2.29624298088544,3.8052874
2.31506455075526,3.8081529
2.3338861550351,3.8109994
2.35270776694659,3.8138266
2.37152942180131,3.8167303
2.39035098924515,3.8199205
2.40917257594397,3.8232443
2.42799415577799,3.8263009
2.44681577426185,3.8301024
2.46563734368022,3.8325284
2.48445893825588,3.8357568
2.50328057157044,3.8395774
2.52210221271901,3.8425002
2.54092382742923,3.8461299
2.55974542394708,3.8499506
2.57856698521604,3.853179
2.59738859179224,3.8569231
2.61621019116045,3.860992
2.6350317778833,3.8650801
2.65385341216388,3.8687479
2.67267508873942,3.8720336
2.69149669256247,3.8767138
2.71031826261531,3.8797703
2.72913988786859,3.8833044
2.74796146483804,3.8873541
2.76678308672367,3.8914804
2.78560467964182,3.8956258
2.80442627749121,3.8988543
2.82324790517956,3.9018726
2.842069450044,3.9056549
2.86089105029405,3.9089408
2.87971260644057,3.912895
2.89853413169378,3.916429
2.91735569591154,3.9200397
2.93617724170897,3.9249301
2.95499887996388,3.9274707
2.97382040498392,3.9316161
2.99264195318859,3.934386
3.01146358087406,3.9381683
3.03028515098006,3.9416833
3.04910679246657,3.9448736
3.06792839128813,3.9484076
3.08675003235585,3.9515595
3.10557166984966,3.954597
3.12439331949934,3.958303
3.14321501723791,3.9619136
3.16203669337041,3.9646645
3.18085832058703,3.9680073
3.19967998509807,3.9710066
3.21850158359685,3.9749227
3.2373232242616,3.9775779
3.25614480811996,3.9806345
3.27496644076225,3.9843214
3.29378799028409,3.987206
3.31260955798816,3.9899187
3.33143115241099,3.9931662
3.35025280353852,3.9961462
3.36907434516522,3.9996037
3.38789593365095,4.0026793
3.40671754612805,4.0056596
3.42553914747227,4.0086207
3.44436074450003,4.01162
3.46318237485824,4.0154023
3.48200392722802,4.0175991
3.50082546727324,4.0209231
3.51964695484977,4.0242276
3.53846845068708,4.0271506
3.55728999574464,4.0307612
3.57611158827572,4.0336456
3.59493318221624,4.0374088
3.61375473507847,4.0409622
3.63257630371327,4.0447826
3.65139784703637,4.0478773
3.6702194165897,4.0521374
3.68904098459092,4.0561872
3.70786259948816,4.0596447
