Time [s],Voltage [V],Current [A],Negative electrode potential [V],Positive electrode potential [V]
163979.8491,3.4287074,0,0.21784531,3.6465526
163979.8975,3.4281919,-4.21E-07,0.21799801,3.6461899
163979.8993,3.4205811,-0.127116682,0.22038682,3.6409678
163979.8997,3.4186478,-1.150012782,0.22139555,3.6400433
163979.9019,3.4176168,-1.150003533,0.22170095,3.6393178
163979.9147,3.4165096,-1.150010132,0.22175822,3.6382678
163980.1623,3.4154217,-1.150017142,0.22145282,3.6368744
163981.9957,3.4144096,-1.150017612,0.22185366,3.6362634
163984.6693,3.4133599,-1.150022755,0.22219722,3.6355572
163987.5463,3.4123483,-1.150027241,0.22263624,3.6349845
163991.2373,3.4113367,-1.150032551,0.22307524,3.6344118
163994.7085,3.4103248,-1.150036238,0.22353333,3.6338582
163998.9801,3.4093132,-1.150037819,0.22387691,3.6331902
164003.2297,3.4083016,-1.150037815,0.22427775,3.6325793
164007.6797,3.4071751,-1.150038554,0.22477402,3.6319492
164012.6873,3.4061635,-1.150038574,0.22513668,3.6313002
164017.8493,3.4051328,-1.150037718,0.22561386,3.6307466
164023.2385,3.4041212,-1.150039111,0.2259956,3.6301167
164028.1481,3.4031093,-1.150041433,0.2264728,3.6295822
164034.2559,3.4020786,-1.150042786,0.22693089,3.6290095
164040.2107,3.4010479,-1.150042483,0.22736989,3.6284177
164046.4829,3.4000361,-1.150042184,0.22780891,3.627845
164053.2615,3.3989482,-1.150042426,0.228267,3.6272151
164060.8873,3.3978982,-1.150043214,0.22874418,3.6266425
164068.4281,3.3968484,-1.150041656,0.2291832,3.6260316
164076.0873,3.3957605,-1.150045567,0.22967947,3.6254399
164085.0907,3.3947484,-1.150048517,0.23008029,3.6248288
164093.7743,3.3936796,-1.150046584,0.23050022,3.6241798
164102.9569,3.3926678,-1.150046923,0.23101558,3.6236835
164112.6043,3.3915608,-1.15004987,0.23145458,3.6230154
164123.3705,3.3904536,-1.150049668,0.23200811,3.6224618
164134.9425,3.3894229,-1.150048783,0.23246622,3.6218891
164146.6271,3.3884113,-1.150048302,0.23284796,3.6212592
164159.0663,3.3873804,-1.150049582,0.23317245,3.6205528
164171.5431,3.3863688,-1.150048308,0.23370689,3.6200757
164183.6321,3.3853571,-1.150051301,0.23418407,3.6195412
164197.8691,3.3843453,-1.150051914,0.23464218,3.6189876
164211.5751,3.3833337,-1.150050929,0.23513845,3.6184721
164226.2033,3.3823221,-1.150049715,0.23552018,3.6178422
164240.6115,3.3812914,-1.150050875,0.23586376,3.6171551
164256.0761,3.3802795,-1.150049934,0.23643638,3.6167159
164270.5407,3.3792489,-1.150046195,0.23677996,3.6160288
164286.3451,3.378237,-1.150044857,0.23727623,3.6155133
164300.7797,3.3772254,-1.15004756,0.23763889,3.6148643
164316.3167,3.3762138,-1.150047164,0.23807789,3.6142917
164333.2067,3.3752022,-1.150047117,0.23853599,3.6137381
164347.8529,3.3741329,-1.150050083,0.23899409,3.613127
164364.7651,3.3730831,-1.150049752,0.23947127,3.6125543
164381.6225,3.3720715,-1.150050903,0.23994845,3.61202
164397.8989,3.3710599,-1.150049044,0.24044472,3.6115046
164413.8219,3.370048,-1.150050156,0.24090281,3.6109509
164427.8475,3.3690364,-1.150052331,0.24139909,3.6104355
164446.5397,3.3679867,-1.150051811,0.24181901,3.6098056
164462.5977,3.3669748,-1.150051103,0.24239163,3.6093664
164479.8159,3.3659632,-1.1500484,0.24292608,3.6088893
164496.0445,3.3648753,-1.150050573,0.24342234,3.6082976
164513.9315,3.3638635,-1.150047511,0.2439377,3.6078012
164530.5717,3.3628516,-1.150049132,0.24451032,3.607362
164546.3583,3.36184,-1.150049827,0.24496843,3.6068084
164563.6287,3.3608284,-1.150054812,0.24550287,3.6063313
164581.08,3.3598168,-1.150051415,0.24607548,3.6058922
164597.7894,3.3587861,-1.150048745,0.24666719,3.6054533
164615.0736,3.3576598,-1.150051413,0.24718255,3.6048424
164632.3148,3.356648,-1.150053101,0.24781244,3.6044605
164648.8698,3.3556173,-1.150051569,0.24842323,3.6040406
164666.8356,3.3546057,-1.150051838,0.24909128,3.6036971
164684.5288,3.3535938,-1.150048107,0.24974026,3.6033342
164700.9058,3.3525441,-1.150048339,0.25025561,3.6027997
164719.2196,3.3515325,-1.150050844,0.25084731,3.6023798
164735.1752,3.3505206,-1.150047673,0.25140086,3.6019216
164753.38,3.3494902,-1.150047319,0.25199255,3.6014826
164770.2958,3.3484783,-1.150049168,0.25277513,3.6012535
164787.3216,3.3474667,-1.150053633,0.25338593,3.6008527
164804.0524,3.346436,-1.150055251,0.2540158,3.6004517
164822.3992,3.345367,-1.150054779,0.25468388,3.6000509
164840.632,3.3442979,-1.150054706,0.25535193,3.5996499
164859,3.3432863,-1.150054023,0.25605816,3.5993445
164875.6776,3.3422747,-1.150051775,0.25670713,3.5989819
164879.8494,3.3424656,-1.150048431,0.25674531,3.599211
164879.8976,3.3560677,0,0.25290874,3.6089764
164879.8996,3.3550072,0,0.25302327,3.6080303
164880.0408,3.3560185,0,0.25302327,3.6090419
164881.5442,3.3570304,0,0.25277513,3.6098056
164883.7046,3.3580422,0,0.252527,3.6105692
164886.8316,3.3590539,0,0.2519353,3.6109891
164890.2932,3.3600848,0,0.25166807,3.6117527
164894.5124,3.3611345,0,0.25124815,3.6123827
164898.8532,3.3621464,0,0.25103819,3.6131845
164903.5294,3.363158,0,0.25065646,3.6138144
164908.8112,3.3642459,0,0.25025561,3.6145015
164913.448,3.3653338,0,0.24979752,3.6151314
164920.0876,3.3663647,0,0.24943486,3.6157997
164926.8736,3.3673766,0,0.2489195,3.6162961
164933.2728,3.3684263,0,0.24853775,3.6169641
164940.2404,3.3694379,0,0.24819419,3.6176322
164947.849,3.3704498,0,0.24767883,3.6181285
164955.7046,3.3714995,0,0.24723981,3.6187394
164964.6226,3.3725495,0,0.24670537,3.6192548
164973.4412,3.3735993,0,0.24632363,3.6199229
164983.448,3.37463,0,0.2457701,3.6204002
164994.9732,3.3757565,0,0.24510203,3.6208584
165007.4358,3.3767679,0,0.24464394,3.6214118
165019.6802,3.3777988,0,0.24409041,3.6218891
165034.436,3.3788104,0,0.24361321,3.6224236
165048.5886,3.3798792,0,0.24294516,3.6228244
165064.6664,3.3808908,0,0.24250616,3.6233971
165083.7372,3.3819027,0,0.24189536,3.6237981
