Time [s],Voltage [V],Current [A],Negative electrode potential [V],Positive electrode potential [V]
155641.5938,3.5517137,0.0,0.16440076,3.7161145
155641.6422,3.551599,-2.89e-10,0.16441984,3.7160189
155641.644,3.5451741,-0.00012714646900000002,0.16667238,3.7118466
155641.6442,3.5430095,-0.001149944086,0.1677146,3.7107241
155641.6446,3.541692,-0.0011499472449999998,0.16808462,3.7097766
155641.6478,3.5406804,-0.001149994476,0.16819914,3.7088795
155641.734,3.5396688,-0.001150003548,0.16814189,3.7078106
155643.4466,3.5386569,-0.001150010058,0.16844727,3.7071042
155646.2544,3.5376453,-0.001150020789,0.16884811,3.7064934
155650.1972,3.5365953,-0.001150028692,0.16928712,3.7058825
155654.6318,3.5355456,-0.0011500334009999999,0.16980247,3.705348
155659.2576,3.5344577,-0.0011500350720000001,0.1702224,3.70468
155664.8472,3.5334268,-0.001150040324,0.17069958,3.7041264
155670.6688,3.5323961,-0.001150038223,0.17111951,3.7035155
155676.2202,3.5313652,-0.001150039223,0.17155851,3.7029238
155682.7102,3.5303342,-0.001150038953,0.17197843,3.7023127
155689.5656,3.5292654,-0.001150042261,0.17241745,3.7016828
155696.9724,3.5281963,-0.001150040006,0.17297098,3.7011673
155704.7128,3.5271847,-0.001150042897,0.17337181,3.7005565
155712.0984,3.5261538,-0.001150046012,0.17388716,3.7000411
155720.9016,3.5251424,-0.001150043959,0.17440252,3.6995449
155729.2594,3.5241306,-0.001150041568,0.17493697,3.6990676
155738.7928,3.523119,-0.001150044047,0.17528054,3.6983995
155748.1084,3.5221074,-0.0011500420879999999,0.17573865,3.6978459
155758.8308,3.5210955,-0.001150041324,0.17615856,3.6972542
155769.8916,3.5200267,-0.001150045692,0.17676936,3.6967959
155782.5146,3.5189958,-0.001150046784,0.17722745,3.6962233
155794.3548,3.517946,-0.0011500463729999999,0.17770463,3.6956506
155808.0816,3.5169344,-0.001150045537,0.17833452,3.6952689
155821.6406,3.5159035,-0.0011500440860000001,0.17883079,3.6947343
155836.2278,3.5148919,-0.001150048497,0.17930797,3.6941998
155852.136,3.5138037,-0.001150048119,0.17967063,3.6934743
155870.4222,3.5127921,-0.001150048516,0.18024325,3.6930354
155888.3154,3.5117421,-0.001150047461,0.18073952,3.6924818
155909.0018,3.5107114,-0.001150046887,0.18125488,3.6919663
155929.589,3.5095851,-0.0011500457799999998,0.18177024,3.6913555
155953.3378,3.5085735,-0.0011500491909999999,0.1822665,3.69084
155974.4206,3.5075619,-0.001150052839,0.18278188,3.6903439
155996.9658,3.5065503,-0.0011500542860000001,0.18322088,3.6897712
156020.31,3.5055194,-0.001150052531,0.18373623,3.6892557
