Time [s],Voltage [V],Current [A],Negative electrode potential [V],Positive electrode potential [V]
114285.7309,4.0804634,0.0,0.09154439,4.1720076
114345.7311,4.0804443,0.0,0.091487125,4.1719313
114405.7313,4.080368,0.0,0.09154439,4.1719122
114465.7314,4.0804634,0.0,0.09154439,4.1720076
114511.4254,4.0805588,0.0,0.091506213,4.1720648
114511.4738,4.0802345,-6.84e-10,0.091525301,4.1717596
114511.4756,4.072587,-0.00012714714899999998,0.094197966,4.1667848
114511.476,4.0706706,-0.001150029366,0.095113724,4.1657844
114511.478,4.069602,-0.001149986136,0.095400028,4.1650019
114511.4888,4.0685902,-0.001150008835,0.095285505,4.1638756
114511.5622,4.0675783,-0.001150014113,0.094922848,4.1625013
114512.588,4.0665665,-0.001150014917,0.095247336,4.1618137
114514.755,4.0655546,-0.0011500211840000001,0.095590904,4.1611457
114517.666,4.064467,-0.001150029998,0.096125349,4.1605921
114522.0084,4.0634551,-0.001150036395,0.096507095,4.1599622
114526.9774,4.0624433,-0.001150035573,0.096965194,4.1594086
114531.6632,4.0613747,-0.001150039192,0.097308762,4.1586833
114537.804,4.0603056,-0.001150040606,0.097747773,4.1580534
114544.4062,4.0592747,-0.001150046165,0.098129518,4.1574044
114550.9976,4.0582633,-0.001150047149,0.098568529,4.1568317
114558.1506,4.0571561,-0.001150049,0.099198408,4.1563544
114566.9278,4.0561056,-0.001150048831,0.099465631,4.1555715
114575.5062,4.0550561,-0.001150049788,0.099828295,4.1548843
114585.9968,4.0540442,-0.001150053169,0.10034365,4.154388
114595.2062,4.0530329,-0.001150053593,0.10085901,4.153892
114605.5862,4.052002,-0.001150052612,0.10127893,4.1532807
114617.965,4.050952,-0.001150056914,0.10173703,4.152689
114630.3724,4.0499401,-0.00115005575,0.10215695,4.1520972
114643.8944,4.0489097,-0.001150052834,0.10265322,4.1515627
114659.235,4.0478787,-0.0011500549790000002,0.10309223,4.1509709
114675.5666,4.0468478,-0.001150054842,0.10353124,4.1503792
114693.13,4.0458364,-0.0011500553630000002,0.1038939,4.1497302
114712.351,4.0447483,-0.001150052319,0.10446652,4.1492147
114734.1176,4.0437174,-0.00115005461,0.10471465,4.1484323
114755.3216,4.042706,-0.001150059657,0.10523001,4.1479359
114781.7594,4.0416751,-0.001150058556,0.10559267,4.1472678
