Time [s],Voltage [V],Current [A],Negative electrode potential [V],Positive electrode potential [V]
153786.5427,3.5736847,0,0.15539153,3.7290761
153786.5911,3.5737607,-7.63E-07,0.15516248,3.7289233
153786.5929,3.5665009,-0.127133023,0.15817428,3.7246752
153786.5931,3.565218,-1.150026148,0.15841478,3.7236328
153786.5933,3.5638919,-1.149924224,0.15875091,3.7226429
153786.5959,3.5628803,-1.14998852,0.15918991,3.7220702
153786.6349,3.5618687,-1.150005368,0.15896086,3.7208295
153787.9821,3.5608377,-1.150011974,0.15938079,3.7202187
153791.0233,3.5598261,-1.15002253,0.1596671,3.7194932
153794.7763,3.5588145,-1.150033376,0.1601252,3.7189398
153798.5945,3.5577836,-1.150037374,0.16071691,3.7185006
153804.0441,3.5566573,-1.150039687,0.16104139,3.7176988
153809.7097,3.5556457,-1.150048455,0.16138496,3.7170308
153815.1403,3.5546341,-1.150047053,0.1619194,3.7165534
153821.6299,3.5536225,-1.150049838,0.16249202,3.7161145
153828.1565,3.5526106,-1.150050338,0.16287377,3.7154844
153834.4457,3.5515609,-1.150052053,0.16329369,3.7148545
153841.8011,3.550549,-1.150049729,0.16377088,3.7143199
153849.8371,3.5495183,-1.150049462,0.16417171,3.71369
153857.6297,3.5485067,-1.150052864,0.16461073,3.7131174
153865.6247,3.5474761,-1.150051254,0.16520242,3.7126784
153875.1799,3.5464642,-1.150051524,0.16566053,3.7121248
153883.8583,3.5454526,-1.150051629,0.16613771,3.7115903
153894.5283,3.5444407,-1.150051316,0.16663398,3.7110748
153905.8409,3.5434291,-1.150051623,0.16709207,3.7105212
153916.9861,3.5424175,-1.150049472,0.16768378,3.7101014
153928.8539,3.5413675,-1.150052325,0.16802736,3.7093949
153941.3819,3.5403178,-1.150051298,0.16861907,3.7089369
153956.0203,3.5392487,-1.15005316,0.16909625,3.7083449
153971.3129,3.5381799,-1.150052448,0.16970704,3.7078869
153988.4689,3.5371683,-1.150053181,0.17018422,3.7073524
154005.2895,3.5361183,-1.150052369,0.17075685,3.7068751
154025.4723,3.5350111,-1.15005263,0.17129129,3.7063024
154048.3879,3.5339994,-1.150054224,0.17171121,3.7057106
154070.3859,3.5329685,-1.150055752,0.1721884,3.705157
154093.8757,3.5319381,-1.150053654,0.17276101,3.704699
154119.6609,3.5309262,-1.150055949,0.17312367,3.7040498
154144.7563,3.5299146,-1.150057371,0.17369629,3.7036109
154174.3005,3.5288455,-1.150058264,0.17400169,3.7028472
154203.4423,3.5277958,-1.150055932,0.17445979,3.7022555
154235.6125,3.5267839,-1.150056338,0.17484154,3.7016256
154266.6379,3.5257533,-1.150055943,0.17529963,3.7010529
154295.6261,3.5247226,-1.150056931,0.17570047,3.700423
154329.6803,3.5237107,-1.150056186,0.176254,3.6999648
154363.1292,3.5226991,-1.150057402,0.17661665,3.6993158
154395.0044,3.5216684,-1.150057326,0.17697932,3.6986477
154428.8432,3.5206566,-1.15005311,0.1774565,3.6981132
154464.0662,3.5196447,-1.150054214,0.17780007,3.6974449
154500.4842,3.5186141,-1.15005232,0.17814365,3.6967578
154534.6446,3.5175643,-1.150055993,0.17869718,3.6962614
154570.4886,3.5165336,-1.150053909,0.17907892,3.6956124
154606.6348,3.5155218,-1.15005186,0.17957519,3.695097
154638.751,3.5145102,-1.150054986,0.1798615,3.6943717
154673.7272,3.5134792,-1.150055635,0.18028143,3.6937606
154686.543,3.5135176,-1.150054681,0.18035778,3.6938753
154686.5912,3.5264406,0,0.17642578,3.7028663
154686.593,3.5253716,0,0.17646396,3.7018356
154687.6558,3.5263832,0,0.17623492,3.7026181
154690.6656,3.5274713,0,0.17564321,3.7031145
154694.7952,3.5285213,0,0.17528054,3.7038019
154700.5998,3.5295711,0,0.17484154,3.7044127
154706.884,3.5305829,0,0.17447887,3.7050617
154713.6668,3.5315945,0,0.17403987,3.7056344
154720.7944,3.5326252,0,0.17356269,3.706188
154729.3014,3.5336561,0,0.17327638,3.7069325
154738.1528,3.534668,0,0.17285645,3.7075243
154748.644,3.5356793,0,0.17234109,3.7080204
154758.8086,3.5367484,0,0.17180665,3.708555
154771.752,3.53776,0,0.17132947,3.7090895
154785.2072,3.5387907,0,0.17092863,3.7097194
154799.3244,3.5398407,0,0.17039418,3.7102349
154816.2258,3.5408525,0,0.16987883,3.7107313
154835.1322,3.5418642,0,0.16936347,3.7112277
154856.9028,3.5428758,0,0.1688672,3.7117429
154880.4388,3.5438874,0,0.16839002,3.7122774
154908.5082,3.5449183,0,0.16783649,3.7127547
154943.1972,3.5459297,0,0.16728295,3.7132127
154982.0762,3.5469606,0,0.16682485,3.7137854
154982.1012,3.5459299,0,0.16713025,3.7130601
154982.1174,3.5469608,0,0.16684394,3.7138047
155033.1585,3.5479724,0,0.16625223,3.7142246
155093.1585,3.5485067,0,0.16600409,3.7145109
155143.3575,3.5495567,0,0.16545056,3.7150073
155203.3575,3.5496712,0,0.16546965,3.7151408
155263.3575,3.5503583,0,0.16506882,3.7154272
155323.3575,3.5505302,0,0.16499247,3.7155228
155383.3575,3.5509691,0,0.16470616,3.7156754
155443.3575,3.5510266,0,0.16461073,3.7156372
155503.3575,3.5512748,0,0.16451529,3.71579
155563.3575,3.5514464,0,0.1644962,3.7159426
155623.3575,3.5518854,0,0.16441984,3.7163053
155641.5938,3.5517137,0,0.16440076,3.7161145
