Time [s],Voltage [V],Current [A],Negative electrode potential [V],Positive electrode potential [V]
118050.5262,4.044136,0.0,0.092365146,4.1365013
118050.5746,4.0440788,-7.36e-10,0.092479669,4.1365585
118050.5764,4.036747,-0.00012715355100000001,0.095079847,4.1318269
118050.5768,4.0346298,-0.001149981683,0.095724516,4.1303544
118050.5782,4.0335803,-0.001149980753,0.096068092,4.1296482
118050.5938,4.0325303,-0.001150009429,0.096010827,4.128541
118050.9538,4.0314612,-0.001150013177,0.095896304,4.1273575
118052.5566,4.0304112,-0.0011500203209999999,0.096488006,4.1268992
118055.0744,4.0293422,-0.001150028458,0.096965194,4.1263075
118057.9056,4.0283117,-0.0011500344680000002,0.097346939,4.1256585
118061.5832,4.0272999,-0.0011500392020000001,0.09763325,4.1249332
118065.6306,4.026288,-0.001150041905,0.09822496,4.1245131
118070.253,4.0252767,-0.001150044054,0.098492183,4.1237688
118074.6554,4.0242648,-0.00115004671,0.098969363,4.1232343
118080.1066,4.0231962,-0.0011500436460000001,0.099312939,4.122509
118086.1196,4.0221653,-0.0011500470570000002,0.09977103,4.1219363
118091.872,4.021153,-0.0011500468500000001,0.10011461,4.1212678
118098.1488,4.0201225,-0.001150048365,0.10049635,4.1206188
118105.1938,4.0190535,-0.001150047896,0.1008781,4.1199317
118112.2752,4.0180416,-0.001150049764,0.10141254,4.1194544
118120.2482,4.016973,-0.001150050257,0.1019279,4.1189008
118127.9718,4.015923,-0.001150050627,0.10229056,4.1182137
118137.0574,4.0148926,-0.001150054883,0.10265322,4.1175456
118146.1468,4.0138807,-0.0011500547080000002,0.10309223,4.1169729
118155.5326,4.0128307,-0.001150051002,0.10347398,4.1163049
118165.6756,4.0118194,-0.001150050562,0.1038939,4.1157131
118175.983,4.0108075,-0.001150048473,0.10437108,4.1151786
118186.81,4.0097575,-0.0011500485499999998,0.10461922,4.1143765
118199.335,4.0087266,-0.001150051226,0.10507731,4.1138039
118212.8414,4.0076575,-0.001150048489,0.10545906,4.1131167
118225.6841,4.0066462,-0.0011500504810000001,0.10572628,4.1123724
118238.9027,4.0056343,-0.001150053534,0.10622256,4.1118569
118253.1519,4.0045848,-0.0011500533699999999,0.10662339,4.111208
118270.3087,4.0035725,-0.001150052445,0.10681426,4.1103868
118287.7923,4.002542,-0.001150051046,0.10727236,4.1098142
118304.5565,4.0015302,-0.001150053436,0.10757776,4.109108
118322.8133,4.0005188,-0.00115005367,0.10784498,4.1083636
118342.1419,3.999507,-0.001150055024,0.10813129,4.1076384
118362.7329,3.9984951,-0.001150055909,0.10836034,4.1068554
118383.6781,3.9974835,-0.001150054509,0.10868482,4.1061683
118406.2197,3.9964719,-0.0011500534630000002,0.10883752,4.1053095
118430.1781,3.99546,-0.001150056559,0.10904748,4.1045074
118453.3659,3.9944484,-0.001150054341,0.10918109,4.1036296
118477.4255,3.9933028,-0.001150055683,0.10954375,4.1028466
118508.5111,3.9922915,-0.001150057025,0.10963919,4.1019306
118533.5891,3.9912796,-0.001150054731,0.10971554,4.1009951
118559.9889,3.9902298,-0.00115005615,0.10992549,4.1001554
118587.4989,3.989218,-0.001150054469,0.11002094,4.0992389
118618.0551,3.9881873,-0.00115005509,0.1102118,4.0983992
118646.4122,3.9871755,-0.001150058201,0.11024998,4.0974255
118676.3232,3.9861445,-0.0011500566299999999,0.11038359,4.0965281
118705.6092,3.9851329,-0.001150054573,0.11047903,4.095612
118732.8792,3.9841211,-0.0011500584179999999,0.11055538,4.0946765
118765.7116,3.9831095,-0.001150056213,0.11076534,4.0938749
118792.4624,3.9820786,-0.001150059501,0.11086078,4.0929394
118825.0114,3.9810667,-0.001150059356,0.11086078,4.0919275
118854.7882,3.9799981,-0.0011500606529999998,0.11105165,4.0910497
118886.3266,3.978986,-0.0011500592409999998,0.11110891,4.090095
118917.8534,3.9779551,-0.0011500587989999999,0.11110891,4.0890641
118947.558,3.9769247,-0.0011500593999999999,0.11129978,4.0882244
118950.5262,3.9773061,-0.001150059162,0.11110891,4.0884151
118950.5744,3.989764,0.0,0.10742506,4.0971889
118950.5756,3.9907682,0.0,0.10746323,4.0982313
118950.5758,3.989367,0.0,0.1075014,4.0968685
118951.4894,3.9904776,0.0,0.10713875,4.0976162
