Time [s],Voltage [V],Current [A],Negative electrode potential [V],Positive electrode potential [V]
130252.9297,3.8284874,0,0.13010082,3.9585881
130252.9781,3.828239,-6.84E-07,0.13019624,3.9584353
130252.9799,3.8214688,-0.127153543,0.13219893,3.9536679
130252.9801,3.8197851,-1.149995107,0.13348167,3.9532669
130252.9803,3.8185611,-1.149975915,0.13376558,3.9523268
130252.9845,3.8175495,-1.150005521,0.13407098,3.9516203
130253.1517,3.8165379,-1.150011465,0.13376558,3.9503033
130254.8531,3.815526,-1.150018764,0.13430002,3.949826
130257.4007,3.8144953,-1.150025686,0.13468178,3.949177
130261.1903,3.8134837,-1.150034346,0.1350826,3.9485662
130265.3703,3.8124716,-1.150037889,0.13546436,3.9479361
130270.2487,3.8114409,-1.15003861,0.13590336,3.9473443
130275.6043,3.8103528,-1.150042472,0.13617058,3.9465234
130281.8257,3.809284,-1.150042788,0.1366096,3.9458935
130288.1791,3.808253,-1.150041849,0.13706769,3.9453208
130295.1591,3.8072226,-1.150041938,0.13733491,3.9445574
130302.2109,3.8062108,-1.150046034,0.13767849,3.9438891
130309.3093,3.8051798,-1.150045123,0.13813658,3.9433165
130317.8605,3.8041682,-1.150044656,0.13851833,3.9426866
130326.6485,3.8031182,-1.150045574,0.13882373,3.941942
130336.1245,3.8020494,-1.150048193,0.13914821,3.9411976
130345.9567,3.8010187,-1.150048195,0.13958722,3.9406059
130357.1347,3.7999687,-1.150048814,0.14000714,3.939976
130369.3979,3.7989571,-1.150049478,0.14031254,3.9392695
130381.7623,3.797888,-1.150047682,0.14069429,3.9385824
130396.1259,3.7968762,-1.150047401,0.14101876,3.9378951
130410.0271,3.7958074,-1.15005088,0.14143869,3.9372461
130426.4651,3.7947767,-1.150050277,0.14162956,3.9364061
130443.9169,3.793746,-1.150047777,0.14195405,3.9356999
130463.2621,3.7927151,-1.150048641,0.14225945,3.9349744
130482.9294,3.7916842,-1.15004823,0.14245032,3.9341345
130504.5268,3.7906723,-1.150050708,0.14269845,3.9333708
130527.2664,3.7896609,-1.150050158,0.14296567,3.9326265
130550.441,3.7886491,-1.150048546,0.1430802,3.9317293
130575.6018,3.7876182,-1.150050599,0.14330925,3.9309275
130602.2872,3.7866066,-1.150050483,0.14355738,3.9301639
130630.0416,3.7855566,-1.150052732,0.14363374,3.9291904
130661.9044,3.7844877,-1.150052555,0.14376734,3.9282551
130694.0744,3.7834759,-1.150053833,0.14382461,3.9273005
130723.256,3.782464,-1.150054712,0.14395823,3.9264224
130755.154,3.7814524,-1.150052871,0.14409183,3.9255443
130785.4384,3.7804408,-1.150051459,0.14418727,3.924628
130819.7722,3.779429,-1.150054243,0.14416818,3.9235971
130852.1784,3.7783983,-1.150054286,0.14414909,3.9225473
130887.2064,3.7773674,-1.150054257,0.14433996,3.9217074
130923.2995,3.7763174,-1.150053604,0.14435905,3.9206765
130957.7031,3.7752864,-1.150055976,0.14433996,3.9196265
130992.4275,3.7742748,-1.150056733,0.14437814,3.918653
131029.1575,3.7732439,-1.150053486,0.14441632,3.9176602
131062.0897,3.7721369,-1.150053406,0.14453083,3.9166677
131100.4535,3.7711251,-1.150053947,0.14447358,3.9155986
131137.0585,3.7701135,-1.150055534,0.14451176,3.9146252
131152.9297,3.7699797,-1.150059613,0.14433996,3.9143198
131152.9779,3.78249,0,0.14078972,3.9232798
131152.9803,3.781471,0,0.14075154,3.9222226
131153.7315,3.7824829,0,0.14029345,3.9227762
131156.0385,3.783571,0,0.13985445,3.9234254
131159.9407,3.7846208,0,0.13941543,3.9240363
131165.0773,3.7856324,0,0.13911003,3.9247425
131171.2445,3.7866442,0,0.13863285,3.925277
131178.3259,3.787694,0,0.1380984,3.9257925
131185.8171,3.7887056,0,0.13771667,3.9264224
131194.1517,3.7897365,0,0.13725856,3.926995
131202.6149,3.7907481,0,0.13680047,3.9275486
131213.0845,3.79176,0,0.13626602,3.928026
131224.2187,3.792829,0,0.1359988,3.9288278
131238.1585,3.7938597,0,0.13536891,3.9292285
131252.8399,3.7948713,0,0.134949,3.9298203
131267.6967,3.7959213,0,0.13437638,3.9302976
131287.7361,3.7969902,0,0.13395645,3.9309466
131311.2195,3.7980781,0,0.13326931,3.9313474
131339.597,3.7990897,0,0.13279213,3.9318819
131371.647,3.8001206,0,0.13227677,3.9323974
131410.9746,3.8011513,0,0.13179958,3.932951
131466.0508,3.8021631,0,0.13136058,3.9335237
131526.0508,3.8025258,0,0.13092157,3.9334474
131570.8828,3.8035374,0,0.13067344,3.9342108
131630.8828,3.803709,0,0.13048255,3.9341917
131690.8828,3.8039002,0,0.13042529,3.9343255
131750.8828,3.8046253,0,0.13017716,3.9348025
131810.8828,3.8046255,0,0.13013899,3.9347644
131870.8828,3.8049881,0,0.12998629,3.9349744
131930.8828,3.8052363,0,0.12990993,3.9351463
131990.8829,3.8053317,0,0.1299672,3.9352989
132050.8829,3.8055799,0,0.12979542,3.9353752
132110.8829,3.8058662,0,0.12975724,3.9356234
132146.9805,3.8060191,0,0.12977633,3.9357953
