Time [s],Voltage [V],Current [A],Negative electrode potential [V],Positive electrode potential [V]
143442.1784,3.6429961,0.0,0.13575067,3.7787468
143490.3379,3.6430726,0.0,0.13536891,3.7784414
143490.3863,3.6429579,-8.150000000000001e-10,0.13550253,3.7784605
143490.3881,3.6360946,-0.00012714152300000002,0.13829191,3.7743864
143490.3883,3.6345713,-0.001149963159,0.13877293,3.7733443
143490.3885,3.6334329,-0.001149982352,0.13897642,3.7724092
143490.3897,3.6323445,-0.001149995543,0.13943452,3.7717791
143490.4583,3.6313329,-0.0011500125649999999,0.13914821,3.7704811
143492.1479,3.6303213,-0.00115001514,0.13952996,3.7698512
143495.1517,3.6292903,-0.0011500224999999998,0.14008349,3.7693739
143499.5499,3.6282787,-0.001150032556,0.14044616,3.7687249
143504.2235,3.6272097,-0.001150037627,0.14090425,3.7681139
143509.6779,3.6261599,-0.001150038543,0.14126691,3.7674267
143515.5455,3.625129,-0.0011500386570000001,0.14166774,3.7667968
143522.7273,3.6241174,-0.001150042657,0.14197314,3.7660904
143529.2157,3.6231058,-0.001150042705,0.14254576,3.7656515
143536.5701,3.6220939,-0.001150046188,0.14275572,3.7648497
143544.2303,3.6210632,-0.0011500469620000001,0.14327107,3.7643342
143553.4031,3.6199942,-0.001150046614,0.14367191,3.7636662
143562.0885,3.6189635,-0.0011500511380000001,0.14405365,3.7630172
143572.3947,3.6178565,-0.001150051883,0.14454992,3.7624063
143582.9217,3.6168065,-0.0011500494219999998,0.1450462,3.7618527
143594.9695,3.6157947,-0.001150048403,0.14542794,3.7612226
143606.2087,3.6147068,-0.001150050268,0.14598148,3.7606883
143618.5957,3.6136949,-0.001150050615,0.14630596,3.7600009
143632.3899,3.6126261,-0.0011500520139999999,0.14687859,3.7595046
143647.0155,3.6115763,-0.00115005262,0.14745121,3.7590275
143661.3847,3.6105456,-0.001150053391,0.14787112,3.7584167
143677.9563,3.6095147,-0.00115005306,0.14831014,3.7578249
143696.1301,3.6084838,-0.00115005206,0.14871097,3.7571948
143713.7391,3.607415,-0.0011500509240000001,0.14918815,3.756603
143733.8271,3.6063459,-0.0011500522070000002,0.14960808,3.755954
143756.6477,3.6052771,-0.001150050254,0.15014252,3.7554195
143779.0673,3.6042461,-0.001150052751,0.15052426,3.7547705
143802.8655,3.6032345,-0.0011500543400000001,0.15079148,3.7540259
143826.9385,3.6022229,-0.001150052778,0.1513641,3.753587
143854.6851,3.6010966,-0.0011500533879999998,0.15168859,3.7527852
143885.6255,3.6000466,-0.001150051796,0.15205126,3.7520978
143913.7667,3.599035,-0.001150051674,0.15235665,3.7513916
143951.4949,3.5979853,-0.001150053263,0.15277657,3.7507617
143991.4881,3.5969734,-0.00115005249,0.15308197,3.7500553
144030.9503,3.5959618,-0.001150055073,0.15329193,3.7492537
144071.8573,3.5949309,-0.001150056321,0.15359733,3.7485282
144112.9213,3.593919,-0.00115005374,0.15384546,3.7477646
144158.0178,3.5929074,-0.001150048616,0.15413177,3.7470393
144202.5434,3.5918577,-0.0011500481119999999,0.15430355,3.7461612
144252.099,3.5908267,-0.001150051712,0.1545517,3.7453785
144300.2896,3.5898151,-0.0011500533500000002,0.15472348,3.7445385
144349.6902,3.5888033,-0.0011500525960000002,0.15495253,3.7437558
144390.3382,3.5883644,-0.001150053759,0.1549907,3.743355
144390.3864,3.6010036,0.0,0.15117323,3.7521768
144390.3882,3.599932,0.0,0.15119232,3.7511244
144391.1678,3.6009438,0.0,0.15088692,3.7518308
144394.2782,3.6019554,0.0,0.15029521,3.7522507
144398.1132,3.6030054,0.0,0.14998981,3.7529953
144403.4784,3.6040745,0.0,0.14949355,3.7535679
144409.8638,3.6050861,0.0,0.14918815,3.7542741
144416.2542,3.6060977,0.0,0.14863461,3.7547324
144423.1072,3.6071095,0.0,0.1482147,3.7553241
144430.3526,3.6081593,0.0,0.14775661,3.7559159
144439.4786,3.6092281,0.0,0.1472985,3.7565267
144449.3266,3.6102588,0.0,0.14670679,3.7569656
144458.9964,3.6113088,0.0,0.14634414,3.757653
144471.0058,3.6123207,0.0,0.14584787,3.7581685
144482.719,3.6133513,0.0,0.14535159,3.758703
144494.7032,3.614363,0.0,0.14483623,3.7591991
144509.0974,3.6153748,0.0,0.14422545,3.7596002
144525.749,3.6163862,0.0,0.143691,3.7600772
144543.61,3.6174171,0.0,0.14315656,3.7605736
144562.597,3.6184289,0.0,0.14258394,3.7610128
144583.627,3.6194403,0.0,0.14208765,3.761528
144610.2604,3.6204522,0.0,0.14147687,3.761929
144637.1324,3.621464,0.0,0.14094242,3.7624063
144669.479,3.6224947,0.0,0.14031254,3.7628071
144708.6666,3.6235445,0.0,0.13977809,3.7633226
144754.8276,3.6245561,0.0,0.13926274,3.7638187
144807.1787,3.6255679,0.0,0.1385565,3.7641244
144867.1787,3.6258161,0.0,0.13832745,3.7641435
144891.0435,3.6268275,0.0,0.13781209,3.7646396
144951.0435,3.6272476,0.0,0.13767849,3.764926
145011.0435,3.6275339,0.0,0.13729674,3.7648306
145064.3191,3.6285455,0.0,0.13687682,3.7654223
145124.3191,3.6285837,0.0,0.13676229,3.7653461
145184.3191,3.6290607,0.0,0.13645689,3.7655177
145244.3191,3.6293283,0.0,0.13622785,3.7655561
145304.3191,3.6296144,0.0,0.13609424,3.7657087
145364.3191,3.6299582,0.0,0.13588427,3.7658424
145424.3192,3.6299007,0.0,0.13584609,3.7657468
145484.3192,3.6303399,0.0,0.13561705,3.7659569
145544.3192,3.6305115,0.0,0.13554071,3.7660522
145604.3192,3.6306834,0.0,0.13546436,3.7661479
145664.3192,3.631027,0.0,0.13527349,3.7663004
145724.3192,3.6310079,0.0,0.13527349,3.7662814
145784.3192,3.6311033,0.0,0.13519713,3.7663004
145844.3192,3.6313133,0.0,0.13500626,3.7663195
145904.3192,3.631428,0.0,0.13498718,3.7664151
145964.3192,3.6317332,0.0,0.13489173,3.7666249
146024.3192,3.6316187,0.0,0.13485356,3.7664723
146072.3891,3.6317904,0.0,0.13479629,3.7665868
