Time [s],Voltage [V],Current [A],Negative electrode potential [V],Positive electrode potential [V]
125882.8895,3.9158573,0.0,0.10773046,4.0235877
125922.7783,3.9161813,0.0,0.10725327,4.0234346
125922.8267,3.9160287,-1.1000000000000001e-09,0.10727236,4.0233011
125922.8285,3.9091825,-0.00012713158099999998,0.10918991,4.0183725
125922.8289,3.9066374,-0.00114996249,0.11063173,4.0172691
125922.8305,3.9054346,-0.001149982735,0.11107074,4.0165052
125922.8879,3.9044228,-0.001150014082,0.11080351,4.0152264
125923.8297,3.9032204,-0.001150019229,0.11116617,4.0143867
125926.0631,3.9021895,-0.0011500292809999999,0.11183423,4.0140238
125928.6711,3.9011779,-0.00115003732,0.11225415,4.013432
125931.8705,3.9001663,-0.001150041071,0.1126359,4.0128021
125935.3727,3.8991163,-0.0011500420190000001,0.11320852,4.0123248
125939.6145,3.8980856,-0.001150043817,0.11359026,4.0116758
125943.9661,3.8970356,-0.001150043125,0.11408654,4.0111222
125948.6381,3.8959477,-0.0011500437699999999,0.1146019,4.0105495
125953.8993,3.8949168,-0.0011500469259999998,0.11511725,4.0100341
125959.0665,3.893867,-0.0011500473870000002,0.11563261,4.0094995
125964.6583,3.8928552,-0.001150050258,0.11607162,4.0089269
125970.5185,3.8918054,-0.00115004854,0.11666333,4.0084686
125976.1193,3.8907936,-0.001150050524,0.11706416,4.0078578
125982.8277,3.889782,-0.001150049661,0.11759861,4.0073805
125989.1709,3.888751,-0.001150050898,0.11813305,4.0068841
125996.2223,3.8877206,-0.00115004974,0.11883929,4.0065598
126003.0985,3.8866708,-0.0011500516409999998,0.11920194,4.0058727
126011.4141,3.8856208,-0.001150051233,0.11969821,4.0053191
126019.3871,3.8845899,-0.001150049932,0.1203281,4.0049181
126027.6097,3.8835592,-0.0011500497780000001,0.12084346,4.0044026
126036.2507,3.8825479,-0.00115005075,0.12149242,4.0040402
126044.6515,3.881536,-0.001150051376,0.12210322,4.0036392
126054.9487,3.8805244,-0.001150050733,0.12256131,4.0030856
126064.2185,3.8794744,-0.001150050075,0.12313394,4.0026083
126075.2079,3.8784435,-0.001150049428,0.12366838,4.0021119
126085.5621,3.8774319,-0.001150049646,0.12422191,4.0016537
126096.9333,3.8763633,-0.00115005091,0.12485179,4.001215
126109.2315,3.8751798,-0.001150051727,0.12551986,4.0006995
126123.7045,3.8741679,-0.0011500497780000001,0.12607338,4.0002413
126137.2485,3.8731561,-0.001150047459,0.12666509,3.9998212
126149.6267,3.8721061,-0.00115004775,0.1272568,3.9993629
126165.0723,3.8710182,-0.001150051296,0.12769581,3.998714
126181.0311,3.8699872,-0.00115005334,0.1283066,3.9982939
126198.6807,3.8689759,-0.001150050356,0.12878378,3.9977596
126214.0213,3.867964,-0.001150051172,0.1292228,3.9971869
126232.8427,3.8669333,-0.0011500533829999998,0.12975724,3.9966905
126251.8086,3.8659024,-0.001150054881,0.13034895,3.9962513
126271.3398,3.8648336,-0.001150056381,0.13074978,3.9955833
126292.0716,3.8637645,-0.001150056343,0.13120788,3.9949725
126316.4598,3.8627529,-0.001150058268,0.13166597,3.9944189
126339.1168,3.8616838,-0.001150059257,0.13200955,3.9936934
126364.0548,3.8606529,-0.001150060011,0.13250582,3.9931588
126389.4588,3.8596222,-0.001150061577,0.13292573,3.992548
126415.7024,3.8586104,-0.001150063032,0.13311662,3.9917271
126445.601,3.8575797,-0.001150060512,0.13351744,3.9910972
126472.1308,3.8565493,-0.001150059003,0.13376558,3.9903147
126503.98,3.8554609,-0.001150055308,0.13412824,3.9895892
126535.9162,3.8543539,-0.001150053568,0.13454816,3.9889021
126570.835,3.8533421,-0.001150053281,0.13481538,3.9881575
126599.2466,3.8523304,-0.001150055078,0.13506351,3.9873939
126629.3396,3.8513188,-0.00115005714,0.13536891,3.9866877
126664.0438,3.8502879,-0.001150057227,0.13563614,3.985924
126697.5583,3.8492763,-0.001150056495,0.13590336,3.9851797
126730.7839,3.8482645,-0.001150058102,0.13617058,3.9844351
126762.6267,3.8472528,-0.0011500588089999998,0.13647598,3.9837289
126796.7309,3.8462412,-0.0011500591650000001,0.13668594,3.9829271
126822.7783,3.8457639,-0.001150058097,0.13668594,3.9824498
126822.8265,3.8580065,0.0,0.13294482,3.9909513
126824.5395,3.8590114,0.0,0.13233402,3.9913454
126827.2423,3.8600612,0.0,0.13185684,3.9919181
126830.6331,3.861073,0.0,0.13145602,3.9925289
126834.3525,3.8621993,0.0,0.13097882,3.9931781
126839.2183,3.8632109,0.0,0.13059708,3.993808
126843.9143,3.864337,0.0,0.13013899,3.9944761
126849.4607,3.8653488,0.0,0.12962362,3.9949725
126855.4241,3.8663795,0.0,0.12918462,3.9955642
126861.6641,3.8674104,0.0,0.1287647,3.9961751
126867.7595,3.8684602,0.0,0.12832569,3.9967859
126874.9887,3.8694911,0.0,0.12777215,3.9972632
126882.7591,3.8705027,0.0,0.12731406,3.9978168
126890.3615,3.8715143,0.0,0.1269514,3.9984658
126899.0307,3.8725262,0.0,0.12635969,3.9988859
126906.8945,3.8735375,0.0,0.12588251,3.9994202
126915.7531,3.8745875,0.0,0.12536715,3.9999547
126926.2491,3.8756185,0.0,0.12488997,4.0005083
126937.9153,3.8766491,0.0,0.12431735,4.0009665
126949.3387,3.877661,0.0,0.12382108,4.001482
126961.2237,3.8786917,0.0,0.12330572,4.0019975
126974.1835,3.8797226,0.0,0.12280945,4.002532
126989.4209,3.8807344,0.0,0.12221774,4.0029521
127005.5565,3.8817456,0.0,0.1216833,4.0034289
127021.7571,3.8827574,0.0,0.12105341,4.0038109
127039.7131,3.8838837,0.0,0.12049989,4.0043836
127061.8397,3.8848956,0.0,0.11994635,4.0048418
127083.7335,3.8859646,0.0,0.11925921,4.0052238
127110.7254,3.886976,0.0,0.11861023,4.0055861
127137.2952,3.8880069,0.0,0.11794218,4.005949
127168.9098,3.8890185,0.0,0.11736956,4.0063882
127206.0796,3.8900299,0.0,0.11668242,4.0067124
127247.3372,3.8910418,0.0,0.11607162,4.0071135
127297.3318,3.8920534,0.0,0.11530813,4.0073614
127352.9428,3.8930843,0.0,0.11454463,4.0076289
127402.8288,3.8934851,0.0,0.11412471,4.0076098
